|      | game_id                                                             |   num_videos |
|  355 | fire-emblem-monshou-no-nazo                                         |           64 |
|  356 | fire-emblem-thracia-776                                             |          121 |
|  357 | fire-pro-joshi-all-star-dream-slam                                  |           34 |
|  358 | firearm                                                             |           27 |
|  359 | firemen-the                                                         |           63 |
|  360 | firepower-2000                                                      |           57 |
|  361 | firestriker                                                         |           64 |
|  362 | fireteam-rogue                                                      |           15 |
|  363 | first-queen-ornic-senki                                             |            6 |
|  364 | first-samurai                                                       |           37 |
|  365 | flashback-the-quest-for-identity                                    |            5 |
|  366 | flintstones-the                                                     |           28 |
|  367 | flintstones-the-treasure-of-sierra-madrock                          |           77 |
|  368 | flying-hero-bugyuruu-no-daibouken                                   |           60 |
|  369 | football-fury                                                       |           18 |
|  370 | foreman-for-real                                                    |           26 |
|  371 | frantic-flea                                                        |           64 |
|  372 | frognes                                                             |            1 |
|  373 | front-mission                                                       |           30 |
|  374 | front-mission-gun-hazard                                            |          358 |
|  375 | full-throttle-all-american-racing                                   |            9 |
|  376 | fun-n-games                                                         |           22 |
|  377 | fushigi-no-dungeon-torneko-no-daibouken                             |           52 |
|  378 | gakkou-de-atta-kowai-hanashi                                        |           30 |
|  379 | galaxy-wars                                                         |           11 |
|  380 | gamars-copier                                                       |            3 |
|  381 | gamble-hourouki                                                     |            9 |
|  382 | gambler-jiko-chuushinha-2-dorapon-quest                             |            8 |
|  383 | game-no-tetsujin-the-shanghai                                       |            6 |
|  384 | gamera-gyaos-gekimetsu-sakusen                                      |           15 |
|  385 | gan-gan-ganchan                                                     |           17 |
|  386 | ganbare-daiku-no-gen-san                                            |           28 |
|  387 | ganbare-goemon-2-kiteretsu-shougun-magginesu                        |          130 |
|  388 | ganbare-goemon-3-shishi-juurokubee-no-karakuri-manjigatame          |          244 |
|  389 | ganso-pachinko-ou                                                   |            5 |
|  390 | garry-kitchens-super-battletank-war-in-the-gulf                     |            7 |
|  391 | gd-leen                                                             |            3 |
|  392 | gegege-no-kitaro-fukkatsu-tenma-daiou                               |           44 |
|  393 | gekisou-sentai-car-rangers-zenkai-racer-senshi                      |           11 |
|  394 | gekitotsu-dangan-jidousha-kessen-battle-mobile                      |           49 |
|  395 | gekitou-burning-prowrestling                                        |           14 |
|  396 | gemfire                                                             |          736 |
|  397 | genjuu-ryodan                                                       |            4 |
|  398 | genocide-2                                                          |           66 |
|  399 | george-foremans-ko-boxing                                           |           16 |
|  400 | get-in-the-hole                                                     |           35 |
|  401 | getsumen-no-anubis                                                  |           70 |
|  402 | ghost-chaser-densei                                                 |           79 |
|  403 | ghost-sweeper-mikami-joreishi-wa-nice-body                          |           42 |
|  404 | ghoul-patrol                                                        |           60 |
|  405 | ginga-eiyuu-densetsu                                                |            3 |
|  406 | ginga-sengoku-gunyuuden-rai                                         |            2 |
|  407 | gionbana                                                            |            5 |
|  408 | go-go-ackman                                                        |           19 |
|  409 | go-go-ackman-2                                                      |           19 |
|  410 | go-go-ackman-3                                                      |           18 |
|  411 | go-go-dodge-league                                                  |            8 |
|  412 | god-mezameyo-to-yobu-koe-ha-kikoe                                   |            4 |
|  413 | gods                                                                |           31 |
|  414 | godzilla-kaijuu-daikessen                                           |           29 |
|  415 | gokinjo-bouken-tai                                                  |          130 |
|  416 | gokujou-parodius                                                    |           54 |
|  417 | golf-daisuki-ob-club                                                |           11 |
|  418 | gon                                                                 |            7 |
|  419 | goods-press-gatsu-gou-3                                             |           52 |
|  420 | goods-press-gatsu-gou-7                                             |           18 |
|  421 | goof-troop                                                          |           62 |
|  422 | gourmet-sentai-bara-yarou                                           |           57 |
|  423 | gp-1                                                                |           43 |
|  424 | gradius-iii                                                         |          158 |
|  425 | granhistoria-genshi-sekaiki                                         |            3 |
|  426 | great-battle-ii-the-last-fighter-twin                               |          106 |
|  427 | great-battle-iii-the                                                |           92 |
|  428 | great-battle-iv-the                                                 |          102 |
|  429 | great-battle-v-the                                                  |           88 |
|  430 | great-circus-mystery-starring-mickey-minnie-the                     |           22 |
|  431 | gt-racing                                                           |            2 |
|  432 | gunforce                                                            |           29 |
|  433 | habu-meijin-no-omoshiro-shougi                                      |            4 |
|  434 | hagane-the-final-conflict                                           |            2 |
|  435 | haisei-mahjong-ryouga                                               |            2 |
